"ProfileId","ProfileCat","ConstId","ConstVal","ConstString"
"10001","V","10223","0.00006150000000000000409915157373319516409537754952907562255859375",""
"3","F","12","36228",""
"10001","V","10224","0.00000154000000000000007854285798136739771280190325342118740081787109375",""
"3","F","13","12",""
"10001","V","10225","0.000088800000000000003604928855427402822897420264780521392822265625",""
"3","F","14","131072",""
"10001","V","10226","9.99999999999999954748111825886258685613938723690807819366455078125E-7",""
"3","F","15","36228",""
"10001","V","10227","0.0000424000000000000006224187831804783854749985039234161376953125",""
"3","F","16","49152",""
"10001","V","10228","0.0000066100000000000002408685230437246360679637291468679904937744140625",""
"1","F","1","67.5",""
"10001","V","10229","0.000029600000000000001201642951809134274299140088260173797607421875",""
"1","F","2","213840",""
"10001","V","10231","0",""
"1","F","3","405",""
"10001","V","10232","0",""
"1","F","4","32768",""
"10001","V","10233","0",""
"1","F","5","1000",""
"10001","V","10234","0",""
"1","F","6","2665",""
"10001","V","10235","0",""
"1","F","7","405",""
"10001","V","10236","3.12000000000000010658141036401502788066864013671875",""
"1","F","8","3105",""
"10001","V","10237","0.00001629999999999999979178981479588372849320876412093639373779296875",""
"1","F","9","84.909999999999996589394868351519107818603515625",""
"10001","V","10238","0.00000299000000000000017174629773908378638225258328020572662353515625",""
"1","F","10","8235",""
"10001","V","10239","0.000968000000000000001935951399190116717363707721233367919921875",""
"1","F","11","1188",""
"10001","V","10240","0.00000299000000000000017174629773908378638225258328020572662353515625",""
"1","F","12","9315",""
"10001","V","10241","0.000968000000000000001935951399190116717363707721233367919921875",""
"1","F","13","12",""
"10001","V","10242","0.0005389999999999999825972540890006712288595736026763916015625",""
"1","F","14","32768",""
"10001","V","10243","0.000609999999999999973666897634672068306826986372470855712890625",""
"1","F","15","9315",""
"10001","V","10244","0.000981000000000000101085806392120503005571663379669189453125",""
"1","F","16","12288",""
"10001","V","10245","0.08569999999999999840127884453977458178997039794921875",""
"20","F","10002","49152",""
"10001","V","10246","-0.0315000000000000002220446049250313080847263336181640625",""
"20","F","10003","1000",""
"10001","V","10247","0.026900000000000000299760216648792265914380550384521484375",""
"20","F","10004","8030",""
"10001","V","10248","0.55300000000000004707345624410663731396198272705078125",""
"20","F","10005","12",""
"10001","V","10249","0.0212000000000000000943689570931383059360086917877197265625",""
"20","F","10006","131072",""
"10001","V","10250","0.00000191999999999999982841307998027158276954651228152215480804443359375",""
"20","F","10007","49152",""
"10001","V","10251","0.000784999999999999998993860383933451885241083800792694091796875",""
"20","F","10060","33",""
"10001","V","10252","0.0002120000000000000031120939159023919273749925196170806884765625",""
"20","F","10061","98500",""
"10001","V","10253","6.579999999999999892824988946549158441712279454804956912994384765625E-7",""
"20","F","10062","261",""
"10001","V","10254","0.0003849999999999999798251659743897334919893182814121246337890625",""
"20","F","10063","37",""
"10001","V","10255","0.000228000000000000012552459072168176135164685547351837158203125",""
"20","F","10064","1641",""
"10001","V","10256","0.000004779999999999999974278387659953892807607189752161502838134765625",""
"20","F","10065","242",""
"10001","V","10257","0.0000355000000000000023110853508701012515302863903343677520751953125",""
"20","F","10066","73389",""
"10001","V","10258","0.0000408999999999999980433186552719604378580697812139987945556640625",""
"20","F","10067","409",""
"10001","V","10259","0.08500000000000000610622663543836097232997417449951171875",""
"20","F","10068","27139",""
"10001","V","10260","17.60000000000000142108547152020037174224853515625",""
"20","F","10069","27139",""
"10001","V","10261","25",""
"20","F","10100","0",""
"10001","V","10262","0.000012900000000000000157404471401445533729201997630298137664794921875",""
"20","F","10101","0",""
"10001","V","10263","0.00009710000000000000206466788110759580376907251775264739990234375",""
"20","F","10102","0.000086299999999999997047674116235072006020345725119113922119140625",""
"10001","V","10264","0.0000500000000000000023960868011929647991564706899225711822509765625",""
"20","F","10103","4.1700000000000000756665500858933436079123424633507966063916683197021484375E-10",""
"10001","V","10265","0.001340000000000000045241588253475129022262990474700927734375",""
"20","F","10104","200",""
"10001","V","10266","0.000008679999999999999903675142187697844065041863359510898590087890625",""
"20","F","10105","0.0005330000000000000535960165137794319889508187770843505859375",""
"10001","V","10267","0",""
"20","F","10106","-1.26999999999999995708848079980883560846649515951867215335369110107421875E-9",""
"10001","V","10268","0",""
"20","F","10107","0.0002739999999999999922596638501914867447339929640293121337890625",""
"10001","V","10269","0",""
"20","F","10108","0.00000353999999999999998803908163313991508402978070080280303955078125",""
"10001","V","10270","0",""
"20","F","10109","140",""
"10001","V","10271","0",""
"20","F","10110","0.00001599999999999999927596978921418013896982301957905292510986328125",""
"10001","V","10272","0.000001439999999999999977188928391991229460700196796096861362457275390625",""
"20","F","10111","0.0000053900000000000000631417661212108072277260362170636653900146484375",""
"10001","V","10273","0.0002970000000000000092183205513407528997049666941165924072265625",""
"20","F","10112","0.000754000000000000004420075416788904476561583578586578369140625",""
"10001","V","10274","220",""
"20","F","10113","0.0000313000000000000018658685707606537107494659721851348876953125",""
"10001","V","10275","0.000001239999999999999986239306026813977723577409051358699798583984375",""
"20","F","10114","1048576",""
"10001","V","10276","0.0003240000000000000149845413854876596815302036702632904052734375",""
"20","F","10115","0.00022599999999999999104362269353174497155123390257358551025390625",""
"10001","V","10277","0.000001359999999999999896105784720490294859018831630237400531768798828125",""
"20","F","10116","0.000001049999999999999899545958213786800428124479367397725582122802734375",""
"10001","V","10278","0.000098599999999999997867504430981711038839421235024929046630859375",""
"20","F","10117","0.00078600000000000002330080572932047289214096963405609130859375",""
"10001","V","10279","220",""
"20","F","10118","0.00000367000000000000001392007169254139142822168651036918163299560546875",""
"10001","V","10280","0.00000128999999999999993103715241471451946608794969506561756134033203125",""
"20","F","10119","0.0024399999999999998946675905386882732273079454898834228515625",""
"10001","V","10281","0.0003009999999999999980258846843383935265592299401760101318359375",""
"20","F","10120","0.0000622999999999999964396535379052011194289661943912506103515625",""
"10001","V","10282","0.00000128000000000000002678087786256444502441809163428843021392822265625",""
"20","F","10121","0.0022499999999999998299970993542729047476314008235931396484375",""
"10001","V","10283","0",""
"20","F","10122","0.448000000000000009325873406851314939558506011962890625",""
"10001","V","10284","0.01000000000000000020816681711721685132943093776702880859375",""
"20","F","10123","1.4299999999999999378275106209912337362766265869140625",""
"10001","V","10285","0.000001599999999999999927596978921418013896982301957905292510986328125",""
"20","F","10124","1.3899999999999999023003738329862244427204132080078125",""
"10001","V","10286","0.00000128000000000000002678087786256444502441809163428843021392822265625",""
"20","F","10125","0.00001889999999999999861534372147531257724040187895298004150390625",""
"10001","V","10287","0.0200000000000000004163336342344337026588618755340576171875",""
"20","F","10126","0.0309999999999999997779553950749686919152736663818359375",""
"10001","V","10288","0.00005250000000000000217707796235089290348696522414684295654296875",""
"20","F","10127","0.25900000000000000799360577730112709105014801025390625",""
"10001","V","10289","0.0000029399999999999998034319777240330751055807922966778278350830078125",""
"20","F","10128","0.0002390000000000000088783147500492987092002294957637786865234375",""
"10001","V","10290","0.00028600000000000001289246487345963032566942274570465087890625",""
"20","F","10129","0.64400000000000001687538997430237941443920135498046875",""
"10001","V","10291","0.000030800000000000003264923054135948632392683066427707672119140625",""
"20","F","10130","0.00032200000000000002058075931898883936810307204723358154296875",""
"10001","V","10292","0.092799999999999993605115378159098327159881591796875",""
"20","F","10131","1.4699999999999999733546474089962430298328399658203125",""
"10001","V","10293","0.0995000000000000051070259132757200859487056732177734375",""
"20","F","10132","0.1189999999999999946709294817992486059665679931640625",""
"10001","V","15001","0.0029900000000000000362210261783957321313209831714630126953125",""
"20","F","10133","-0.48899999999999999023003738329862244427204132080078125",""
"10001","V","15002","119",""
"20","F","10134","0.25900000000000000799360577730112709105014801025390625",""
"10001","V","15003","0.036600000000000000588418203051332966424524784088134765625",""
"20","F","10135","0.0002390000000000000088783147500492987092002294957637786865234375",""
"10001","V","15004","86",""
"20","F","10136","0.0000336999999999999992161651973798797143899719230830669403076171875",""
"10001","V","15005","19",""
"20","F","10137","0.000101999999999999999195955668884749911740073002874851226806640625",""
"10001","V","15006","0",""
"20","F","10138","0.00090200000000000002398081733190338127315044403076171875",""
"10001","V","15007","2",""
"20","F","10139","0.000033500000000000001131039706336878225556574761867523193359375",""
"10001","V","15008","0",""
"20","F","10140","0.000007710000000000000720487038086137232539840624667704105377197265625",""
"10001","V","15009","8",""
"20","F","10144","0.000001210000000000000061712245556788669631487209699116647243499755859375",""
"10001","V","15010","0",""
"20","F","10145","0.0003579999999999999740589451402428267101640813052654266357421875",""
"10001","V","15011","1",""
"20","F","10146","0.0003040000000000000167366120962242348468862473964691162109375",""
"10001","V","15012","0",""
"20","F","10147","0.00054399999999999999571176356738533286261372268199920654296875",""
"10001","V","15013","1",""
"20","F","10148","0.000404999999999999978073095263653158326633274555206298828125",""
"10001","V","15014","0",""
"20","F","10149","0.00001690000000000000082342986595929090753998025320470333099365234375",""
"10001","V","15015","0.5",""
"20","F","10150","0.000012900000000000000157404471401445533729201997630298137664794921875",""
"10001","V","15016","0",""
"20","F","10151","0.000404999999999999978073095263653158326633274555206298828125",""
"10001","V","15025","0.06669999999999999540367667805185192264616489410400390625",""
"20","F","10152","0.00002580000000000000031480894280289106745840399526059627532958984375",""
"10001","V","15026","0",""
"20","F","10153","0.0002910000000000000260069743518442919594235718250274658203125",""
"10001","V","15027","0.036700000000000003452793606584236840717494487762451171875",""
"20","F","10154","0.00046900000000000001583455588871629515779204666614532470703125",""
"10001","V","15028","0",""
"20","F","10155","0.000017799999999999998982758153687200319836847484111785888671875",""
"10001","V","15029","0.036700000000000003452793606584236840717494487762451171875",""
"20","F","10156","0.000013999999999999999789990039189557791132756392471492290496826171875",""
"10001","V","15030","0",""
"20","F","10157","0.00046900000000000001583455588871629515779204666614532470703125",""
"10001","V","15031","0.06669999999999999540367667805185192264616489410400390625",""
"20","F","10158","0.000854999999999999965756558584217827956308610737323760986328125",""
"10001","V","15032","0",""
"20","F","10159","0.000089400000000000004636568906590810001944191753864288330078125",""
"10001","V","15050","1000",""
"20","F","10160","0.0000566000000000000001916002079216383435777970589697360992431640625",""
"10001","V","15051","0.0027999999999999999715505349939803636516444385051727294921875",""
"20","F","10161","0.000854999999999999965756558584217827956308610737323760986328125",""
"10001","V","15052","0",""
"20","F","10162","0.000033500000000000001131039706336878225556574761867523193359375",""
"10001","V","15053","0.00600000000000000012490009027033011079765856266021728515625",""
"20","F","10163","0.000033500000000000001131039706336878225556574761867523193359375",""
"10001","V","15054","1000",""
"20","F","10164","0.0000344000000000000026784997830819889941267319954931735992431640625",""
"10001","V","15055","0.041799999999999996880273300803310121409595012664794921875",""
"20","F","10165","0.0002030000000000000011900203045200896667665801942348480224609375",""
"10001","V","15056","0",""
"20","F","10166","0.00001239999999999999986239306026813977723577409051358699798583984375",""
"10001","V","15057","0.11500000000000000499600361081320443190634250640869140625",""
"20","F","10167","0.00002050000000000000023700659490533126927402918227016925811767578125",""
"10001","V","15058","0",""
"20","F","10168","0.000004269999999999999775010701974498061872509424574673175811767578125",""
"10001","V","15059","0.85399999999999998134825318629737012088298797607421875",""
"20","F","10169","0.00001959999999999999868954651816022050070387194864451885223388671875",""
"10001","V","15060","16573",""
"20","F","10170","0.00001690000000000000082342986595929090753998025320470333099365234375",""
"10001","V","15061","0",""
"20","F","10171","0.0000061299999999999997543696610147190284578755381517112255096435546875",""
"10001","V","15062","0",""
"20","F","10172","0.0000980999999999999992665589143570059604826383292675018310546875",""
"10001","V","15063","0.037800000000000000266453525910037569701671600341796875",""
"20","F","10173","0.000093599999999999998305522108665854830178432166576385498046875",""
"10001","V","15064","0",""
"20","F","10174","0.000079800000000000001682855244045100562289007939398288726806640625",""
"10001","V","15065","0.311999999999999999555910790149937383830547332763671875",""
"20","F","10175","0.0002910000000000000260069743518442919594235718250274658203125",""
"10001","V","15066","0",""
"20","F","10176","0.000029499999999999998770948417270432173609151504933834075927734375",""
"10001","V","15067","60000",""
"20","F","10177","0.00037399999999999998349931029650861091795377433300018310546875",""
"10001","V","15068","1000000",""
"20","F","10178","0.00021499999999999999471776701565062239751568995416164398193359375",""
"10001","V","15075","0.036499999999999997724042799518429092131555080413818359375",""
"20","F","10179","1.1599999999999999098231095188628125443156807015412050171918900552028306732449904138015992185685551331213692660693226343937567435204982757568359375E-40",""
"10001","V","15076","85.400000000000005684341886080801486968994140625",""
"20","F","10180","0.00024000000000000000608020578329870886591379530727863311767578125",""
"10001","V","15077","0.00549000000000000008826273045769994496367871761322021484375",""
"20","F","10181","0.00020000000000000000958434720477185919662588275969028472900390625",""
"10001","V","15078","0",""
"20","F","10182","0.000210000000000000008708311849403571613947860896587371826171875",""
"10001","V","15079","0.01000000000000000020816681711721685132943093776702880859375",""
"20","F","10183","0.0002610000000000000015300261058115438572713173925876617431640625",""
"10001","V","15080","0",""
"20","F","10184","0.0002480000000000000108003883614316009698086418211460113525390625",""
"10001","V","15081","0.0179999999999999986399767948341832379810512065887451171875",""
"20","F","10185","0.00019300000000000000206605565988837724944460205733776092529296875",""
"10001","V","15083","0.1350000000000000088817841970012523233890533447265625",""
"20","F","10186","0.00010600000000000000155604695795119596368749625980854034423828125",""
"10001","V","15084","1000",""
"20","F","10187","0.000404999999999999978073095263653158326633274555206298828125",""
"10001","V","15085","0.026700000000000001509903313490212894976139068603515625",""
"20","F","10188","0.000766999999999999995149713161168847364024259150028228759765625",""
"10001","V","15086","408.56000000000000227373675443232059478759765625",""
"20","F","10189","0.00089999999999999997536692664112933925935067236423492431640625",""
"10001","V","15087","0.033300000000000003208544541166702401824295520782470703125",""
"20","F","10190","0.0004850000000000000252749210449820793655817396938800811767578125",""
"10001","V","15088","591.5",""
"20","F","10191","0.0002709999999999999735489364383056454244069755077362060546875",""
"10001","V","15089","0.058299999999999997657429418040919699706137180328369140625",""
"20","F","10192","0.000032900000000000000099399655173471046509803272783756256103515625",""
"10001","V","15090","317.1299999999999954525264911353588104248046875",""
"20","F","10193","0.00017699999999999999262569050362259304165490902960300445556640625",""
"10001","V","15091","0.1350000000000000088817841970012523233890533447265625",""
"20","F","10194","0.0002790000000000000053741733285761483784881420433521270751953125",""
"10001","V","15092","1000.1000000000000227373675443232059478759765625",""
"20","F","10195","0.000599999999999999947437878677902745039318688213825225830078125",""
"10001","V","15093","0.0029800000000000000099920072216264088638126850128173828125",""
"20","F","10196","0.00120999999999999992110477631257481334614567458629608154296875",""
"10001","V","15094","118.7000000000000028421709430404007434844970703125",""
"20","F","10197","0.0003150000000000000130624677741053574209217913448810577392578125",""
"10001","V","15101","0.025700000000000000621724893790087662637233734130859375",""
"20","F","10198","0.000068600000000000000495610497086573786873486824333667755126953125",""
"10001","V","15102","9.550000000000000710542735760100185871124267578125",""
"20","F","10199","0.000087600000000000001541648753100588464803877286612987518310546875",""
"10001","V","15103","0.040000000000000000832667268468867405317723751068115234375",""
"20","F","10200","0",""
"10001","V","15104","0",""
"20","F","10201","0.08809999999999999775734949025718378834426403045654296875",""
"10001","V","15105","0.0200000000000000004163336342344337026588618755340576171875",""
"20","F","10202","0.0010300000000000000995037385820296549354679882526397705078125",""
"10001","V","15106","933.3500000000000227373675443232059478759765625",""
"20","F","10203","0.1539999999999999980015985556747182272374629974365234375",""
"10001","V","15107","0.08930000000000000437427871702311676926910877227783203125",""
"20","F","10204","0.00127000000000000007847889005319075295119546353816986083984375",""
"10001","V","15108","142.94999999999998863131622783839702606201171875",""
"20","F","10205","0.00056400000000000004816980148092397939763031899929046630859375",""
"10001","V","15109","0.025700000000000000621724893790087662637233734130859375",""
"20","F","10206","0.00048200000000000000656419363309623804525472223758697509765625",""
"10001","V","15110","342.8799999999999954525264911353588104248046875",""
"20","F","10207","0.0000375999999999999991455619519076236656474065966904163360595703125",""
"10001","V","15111","0.03490000000000000046629367034256574697792530059814453125",""
"20","F","10208","0.0000712999999999999983617271492875033800373785197734832763671875",""
"10001","V","15112","0",""
"20","F","10209","0.00008590000000000000087742313414906902835355140268802642822265625",""
"10001","V","15113","0.068599999999999994315658113919198513031005859375",""
"20","F","10210","0",""
"10001","V","15114","0",""
"20","F","10211","0.0000333999999999999987003451717981761248665861785411834716796875",""
"10001","V","15115","0.2356999999999999928501637214139918796718120574951171875",""
"20","F","10212","0.000002129999999999999935377213711173993715419783256947994232177734375",""
"10001","V","15116","0",""
"20","F","10213","0.000091799999999999995210601955175633293038117699325084686279296875",""
"10001","V","15117","0.0299999999999999988897769753748434595763683319091796875",""
"20","F","10214","0.000009340000000000000360852840664005469761832500807940959930419921875",""
"10001","V","15118","393",""
"20","F","10215","0.000068499999999999998064915962547871686183498241007328033447265625",""
"10001","V","15125","0.23899999999999999023003738329862244427204132080078125",""
"20","F","10216","0.000013600000000000000231607268086353457192672067321836948394775390625",""
"10001","V","15126","6285.5699999999997089616954326629638671875",""
"20","F","10217","0.00012999999999999998861154038021226142518571577966213226318359375",""
"10001","V","15127","0.3930000000000000159872115546022541821002960205078125",""
"20","F","10219","0.000071000000000000004622170701740202503060572780668735504150390625",""
"10001","V","15128","12572",""
"20","F","10220","0.000005859999999999999798351406343766001327821868471801280975341796875",""
"10001","V","15129","0.620999999999999996447286321199499070644378662109375",""
"20","F","10221","0.0002559999999999999884155166274268822235171683132648468017578125",""
"10001","V","15130","34870",""
"20","F","10222","0.000011100000000000000450616106928425352862177533097565174102783203125",""
"10001","V","15131","0.56399999999999994582111639829236082732677459716796875",""
"20","F","10223","0.00008339999999999999432016839495673821147647686302661895751953125",""
"10001","V","15132","44005",""
"20","F","10224","0.00000374000000000000019074694081189225158823319361545145511627197265625",""
"10001","V","15133","0.629000000000000003552713678800500929355621337890625",""
"20","F","10225","0.00016400000000000000189605275924265015419223345816135406494140625",""
"10001","V","15134","7146",""
"20","F","10226","0.0000048899999999999997681303549879050507342981291003525257110595703125",""
"10001","V","15135","0.93899999999999994582111639829236082732677459716796875",""
"20","F","10227","0.00005920000000000000240328590361826854859828017652034759521484375",""
"10001","V","15136","14717",""
"20","F","10228","0.0000078399999999999994758186072640882002815487794578075408935546875",""
"10001","V","15137","1.45999999999999996447286321199499070644378662109375",""
"20","F","10229","0.00001599999999999999927596978921418013896982301957905292510986328125",""
"10001","V","15138","34870",""
"20","F","10231","0.0002210000000000000050341675272846941879834048449993133544921875",""
"10001","V","15139","1.3600000000000000976996261670137755572795867919921875",""
"20","F","10232","0",""
"10001","V","15140","52152",""
"20","F","10233","0",""
"10001","V","15141","1.62999999999999989341858963598497211933135986328125",""
"20","F","10234","0",""
"10001","V","15142","3417",""
"20","F","10235","0",""
"10001","V","15150","2.369000000000000216715534406830556690692901611328125",""
"20","F","10236","1.5",""
"10001","V","15151","0",""
"20","F","10237","0.000018400000000000000014398204850607498883618973195552825927734375",""
"10001","V","15152","0",""
"20","F","10238","0.00000800999999999999954224116915924014392658136785030364990234375",""
"10001","V","15153","2.369000000000000216715534406830556690692901611328125",""
"20","F","10239","0.0003370000000000000057141791298676025689928792417049407958984375",""
"10001","V","15154","0.5",""
"20","F","10240","0.00000800999999999999954224116915924014392658136785030364990234375",""
"10001","V","10022","72201",""
"20","F","10241","0.0003370000000000000057141791298676025689928792417049407958984375",""
"10001","V","10024","13966",""
"20","F","10242","0.00016200000000000000749227069274382984076510183513164520263671875",""
"10001","V","10025","3900",""
"20","F","10243","0.0004209999999999999875134604199189425344229675829410552978515625",""
"10001","V","10026","100000",""
"20","F","10244","0.00055400000000000002194078252415465613012202084064483642578125",""
"10001","V","10028","72201",""
"20","F","10245","0.0950000000000000011102230246251565404236316680908203125",""
"10001","V","10029","39369",""
"20","F","10246","-0.036799999999999999378275106209912337362766265869140625",""
"10001","V","10030","13966",""
"20","F","10247","0.0403000000000000024868995751603506505489349365234375",""
"10001","V","10031","3900",""
"20","F","10248","0.039800000000000002042810365310288034379482269287109375",""
"10001","V","10027","91220",""
"20","F","10249","0.6069999999999999840127884453977458178997039794921875",""
"10001","V","10023","39369",""
"20","F","10250","0.000005990000000000000247748870030317647206175024621188640594482421875",""
"10001","V","10021","91220",""
"20","F","10251","0.000222999999999999999437949593783514501410536468029022216796875",""
"10001","V","10020","100000",""
"20","F","10252","0.000161000000000000010290379659494419684051536023616790771484375",""
"10001","V","15082","317.1000000000000227373675443232059478759765625",""
"20","F","10253","8.719999999999999732458477209873226598801920772530138492584228515625E-7",""
"10001","V","10214","7.1600000000000000571613069377807647697409265674650669097900390625E-7",""
"20","F","10254","0.000277000000000000010970391262077328065061010420322418212890625",""
"10001","V","10150","0.000014399999999999999348372810292762125072840717621147632598876953125",""
"20","F","10255","0.0004000000000000000191686944095437183932517655193805694580078125",""
"10001","V","10115","0.00020000000000000000958434720477185919662588275969028472900390625",""
"20","F","10256","0.000008600000000000000669624945770497248531682998873293399810791015625",""
"10001","V","10069","27139",""
"20","F","10257","0.00010600000000000000155604695795119596368749625980854034423828125",""
"10001","V","10061","98500",""
"20","F","10258","0.00001669999999999999935017258589908806243329308927059173583984375",""
"10001","V","10005","12",""
"20","F","10259","0.26900000000000001687538997430237941443920135498046875",""
"10001","V","10003","1000",""
"20","F","10260","1.2399999999999999911182158029987476766109466552734375",""
"10001","V","10002","49152",""
"20","F","10261","25",""
"10001","V","17503","1",""
"20","F","10262","0.0000268000000000000009048317650695025804452598094940185546875",""
"10001","V","17504","10",""
"20","F","10263","0.00068000000000000004884981308350688777863979339599609375",""
"10001","V","17016","1",""
"20","F","10264","0.0000500000000000000023960868011929647991564706899225711822509765625",""
"14","F","17","6370",""
"20","F","10265","0.00072699999999999999865385458264199769473634660243988037109375",""
"14","F","18","6100",""
"20","F","10266","0.000010499999999999999418976055765018173815406044013798236846923828125",""
"14","F","19","5830",""
"20","F","10022","72201",""
"14","F","20","5320",""
"20","F","10024","13966",""
"14","F","21","4020",""
"20","F","10025","3900",""
"14","F","22","2560",""
"20","F","10026","100000",""
"14","F","23","3580",""
"20","F","10028","72201",""
"14","F","24","3490",""
"20","F","10029","39369",""
"14","F","25","3400",""
"20","F","10030","13966",""
"14","F","26","3110",""
"20","F","10031","3900",""
"14","F","27","2440",""
"20","F","10027","91220",""
"14","F","28","1250",""
"20","F","10023","39369",""
"31","F","10008","6370",""
"20","F","10021","91220",""
"31","F","10009","6100",""
"20","F","10020","100000",""
"31","F","10010","5830",""
"18","F","17","1326",""
"31","F","10011","5320",""
"18","F","18","1210",""
"31","F","10012","4020",""
"18","F","19","1040",""
"31","F","10013","2560",""
"18","F","20","734",""
"31","F","10014","3580",""
"18","F","21","367",""
"31","F","10015","3490",""
"18","F","22","184",""
"31","F","10016","3400",""
"18","F","23","324",""
"31","F","10017","3110",""
"18","F","24","300",""
"31","F","10018","2440",""
"18","F","25","259",""
"31","F","10019","1250",""
"18","F","26","197",""
"29","F","10008","6180",""
"18","F","27","99",""
"29","F","10009","5750",""
"18","F","28","49",""
"29","F","10010","5320",""
"8","F","17","2535",""
"29","F","10011","4310",""
"8","F","18","1845",""
"29","F","10012","2760",""
"8","F","19","1383",""
"29","F","10013","1480",""
"8","F","20","770",""
"29","F","10014","3960",""
"8","F","21","385",""
"29","F","10015","3510",""
"8","F","22","193",""
"29","F","10016","3060",""
"8","F","23","624",""
"29","F","10017","2270",""
"8","F","24","567",""
"29","F","10018","1390",""
"8","F","25","458",""
"29","F","10019","760",""
"8","F","26","306",""
"6","F","29","100000",""
"8","F","27","153",""
"6","F","30","91220",""
"8","F","28","77",""
"6","F","31","72201",""
"25","F","10008","2535",""
"6","F","32","39369",""
"25","F","10009","1845",""
"6","F","33","13966",""
"25","F","10010","1383",""
"6","F","34","3900",""
"25","F","10011","770",""
"6","F","35","100000",""
"25","F","10012","385",""
"6","F","36","91220",""
"25","F","10013","193",""
"6","F","37","72201",""
"25","F","10014","624",""
"6","F","38","39369",""
"25","F","10015","567",""
"6","F","39","13966",""
"25","F","10016","458",""
"6","F","40","3900",""
"25","F","10017","306",""
"23","F","10020","100000",""
"25","F","10018","153",""
"23","F","10021","91220",""
"25","F","10019","77",""
"23","F","10022","72201",""
"2","F","1","33",""
"23","F","10023","39369",""
"2","F","2","98500",""
"23","F","10024","13966",""
"2","F","3","261",""
"23","F","10025","3900",""
"2","F","4","49152",""
"23","F","10026","100000",""
"2","F","5","1000",""
"23","F","10027","91220",""
"2","F","6","8030",""
"23","F","10028","72201",""
"2","F","7","37",""
"23","F","10029","39369",""
"2","F","8","1641",""
"23","F","10030","13966",""
"2","F","9","242",""
"23","F","10031","3900",""
"2","F","10","73389",""
"21","F","10002","49152",""
"2","F","11","409",""
"21","F","10003","1000",""
"2","F","12","27139",""
"21","F","10004","8030",""
"2","F","13","12",""
"21","F","10005","12",""
"2","F","14","131072",""
"21","F","10006","131072",""
"2","F","15","27139",""
"21","F","10007","49152",""
"2","F","16","49152",""
"21","F","10060","33",""
"2","F","31","72201",""
"21","F","10061","98500",""
"2","F","33","13966",""
"21","F","10062","261",""
"2","F","34","3900",""
"21","F","10063","37",""
"2","F","35","100000",""
"21","F","10064","1641",""
"2","F","37","72201",""
"21","F","10065","242",""
"2","F","38","39369",""
"21","F","10066","73389",""
"2","F","39","13966",""
"21","F","10067","409",""
"2","F","40","3900",""
"21","F","10068","27139",""
"2","F","36","91220",""
"21","F","10069","27139",""
"2","F","32","39369",""
"21","F","10100","0",""
"2","F","30","91220",""
"21","F","10101","0",""
"2","F","29","100000",""
"21","F","10102","0.00020000000000000000958434720477185919662588275969028472900390625",""
"21","F","10103","0",""
"21","F","10104","200",""
"21","F","10105","0.0002930000000000000204107564183431122728507034480571746826171875",""
"21","F","10106","0",""
"21","F","10107","0.000431999999999999983839316097800065108458511531352996826171875",""
"21","F","10108","0.0000043100000000000002390687474373986987075113574974238872528076171875",""
"21","F","10109","140",""
"21","F","10110","0",""
"21","F","10111","0.0000066699999999999996664061703566250827179828775115311145782470703125",""
"21","F","10112","0.000601999999999999996051769368676787053118459880352020263671875",""
"21","F","10113","0.0000130999999999999999365958569530477006992441602051258087158203125",""
"21","F","10114","1048576",""
"21","F","10115","0.00020000000000000000958434720477185919662588275969028472900390625",""
"21","F","10116","0.0000015000000000000000380012861456169304119612206704914569854736328125",""
"21","F","10117","0.000985999999999999897359881373404277837835252285003662109375",""
"21","F","10118","0.00000586999999999999970260768089591607576949172653257846832275390625",""
"21","F","10119","0.0034099999999999998367972153801019885577261447906494140625",""
"21","F","10120","0.0000069999999999999998949950195947788955663781962357461452484130859375",""
"21","F","10121","0.00094899999999999997378485883103849118924699723720550537109375",""
"21","F","10122","0.433999999999999996891375531049561686813831329345703125",""
"21","F","10123","1.100000000000000088817841970012523233890533447265625",""
"21","F","10124","1.600000000000000088817841970012523233890533447265625",""
"21","F","10125","0.0033100000000000000081878948066105294856242835521697998046875",""
"21","F","10126","0.54300000000000003819167204710538499057292938232421875",""
"21","F","10127","0.09579999999999999626965063725947402417659759521484375",""
"21","F","10128","0.00022599999999999999104362269353174497155123390257358551025390625",""
"21","F","10129","0.7520000000000000017763568394002504646778106689453125",""
"21","F","10130","0.0002910000000000000260069743518442919594235718250274658203125",""
"21","F","10131","1.2399999999999999911182158029987476766109466552734375",""
"21","F","10132","0.0189999999999999995281552145343084703199565410614013671875",""
"21","F","10133","0",""
"21","F","10134","0.09579999999999999626965063725947402417659759521484375",""
"21","F","10135","0.00018400000000000000014398204850607498883618973195552825927734375",""
"21","F","10136","0.0000313999999999999975202995272649530988928745500743389129638671875",""
"21","F","10137","0.00006129999999999999923776250465579096271540038287639617919921875",""
"21","F","10138","0.0011600000000000000068001160258290838100947439670562744140625",""
"21","F","10139","0.0000343000000000000002478052485432868934367434121668338775634765625",""
"21","F","10140","0.000005130000000000000011379786002407854539342224597930908203125",""
"21","F","10144","0.000001359999999999999896105784720490294859018831630237400531768798828125",""
"21","F","10145","0.00015499999999999999997397914786034789358382113277912139892578125",""
"21","F","10146","0.000106999999999999998757937991200606120401062071323394775390625",""
"21","F","10147","0.00016599999999999999629983482574147046761936508119106292724609375",""
