"SystemName","GroupName","FieldNum","FieldName","FieldValue","Emulate"
"SAB MILLER                    ","I","10","OPTBMMAXSIZE                                                                                                                                                                                                                                                    ","128 (KILOBYTES)                                                                                                                                                                                                                                                 ","Y"
"SAB MILLER                    ","I","11","OPTCPUWEIGHT                                                                                                                                                                                                                                                    ","1.000                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","12","OPTDISKWEIGHT                                                                                                                                                                                                                                                   ","1.000                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","13","OPTNETWEIGHT                                                                                                                                                                                                                                                    ","1.000                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","14","SYNCSCANCHECKINTERVAL                                                                                                                                                                                                                                           ","  800 (PAGES)                                                                                                                                                                                                                                                   ","N"
"SAB MILLER                    ","I","15","OPTMAXNJROWS                                                                                                                                                                                                                                                    ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","16","OPTMINIMIZEALLAMPS                                                                                                                                                                                                                                              ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","17","OPTNOPSEUDOHASHLOCKS                                                                                                                                                                                                                                            ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","18","DISABLESYNCMERGE                                                                                                                                                                                                                                                ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","19","AWTSTARTNUMBER                                                                                                                                                                                                                                                  ","40                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","I","20","AWTBATCHSIZE                                                                                                                                                                                                                                                    ","10                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","I","21","AWTBATCHDELAY                                                                                                                                                                                                                                                   ","2                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","22","NODEBUFSWITCH                                                                                                                                                                                                                                                   ","2 ( 1/2 = DEFAULTS/TUNE ) NLB ENABLED IN TUNABLE + MINICAST ENABLED MODE.                                                                                                                                                                                       ","N"
"SAB MILLER                    ","I","23","NODETREEWIDTH                                                                                                                                                                                                                                                   ","15 (CHILD NODES)                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","I","24","DUPTABBUFSIZE                                                                                                                                                                                                                                                   ","128 (KILOBYTES)                                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","I","25","DUPTABCASCADE                                                                                                                                                                                                                                                   ","50%                                                                                                                                                                                                                                                             ","N"
"SAB MILLER                    ","I","26","HASHEDBUFSIZE                                                                                                                                                                                                                                                   ","255 (KILOBYTES)                                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","I","27","HASHEDBLOCKING                                                                                                                                                                                                                                                  ","100%                                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","I","28","HASHEDHOLDSIZE                                                                                                                                                                                                                                                  ","64 (KILOBYTES)                                                                                                                                                                                                                                                  ","N"
"SAB MILLER                    ","I","29","HASHEDCASCADE                                                                                                                                                                                                                                                   ","25%                                                                                                                                                                                                                                                             ","N"
"SAB MILLER                    ","I","30","HASHEDRECVSIZE                                                                                                                                                                                                                                                  ","64 (KILOBYTES)                                                                                                                                                                                                                                                  ","N"
"SAB MILLER                    ","I","31","HASHEDRECVLIMIT                                                                                                                                                                                                                                                 ","2 (BUFFER WRAPS)                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","I","32","ENABLEPARSERDUMP                                                                                                                                                                                                                                                ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","33","USEREVISEDHASH                                                                                                                                                                                                                                                  ","TRUE                                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","I","35","ROWSIZE32K                                                                                                                                                                                                                                                      ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","36","SNAPRATEMAX                                                                                                                                                                                                                                                     ","10 (PER MINUTE BY AMP)                                                                                                                                                                                                                                          ","N"
"SAB MILLER                    ","I","37","SNAPDISABLE                                                                                                                                                                                                                                                     ","0          NO SNAPSHOT KINDS DISABLED.                                                                                                                                                                                                                          ","N"
"SAB MILLER                    ","I","38","SNAPBYPASS                                                                                                                                                                                                                                                      ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","39","CONVERTED TO V2R4.1                                                                                                                                                                                                                                             ","TRUE                                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","I","40","CORRECTTIMESTAMPHASH                                                                                                                                                                                                                                            ","TRUE                                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","I","41","OPTCNFLIMIT                                                                                                                                                                                                                                                     ","2000 (CNF TERMS)                                                                                                                                                                                                                                                ","Y"
"SAB MILLER                    ","I","42","ACCTG1026ENABLE                                                                                                                                                                                                                                                 ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","43","TURNONLONGDOUBLE                                                                                                                                                                                                                                                ","NOT APPLICABLE ON THIS PLATFORM                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","I","44","SPOOLDERIVEDTABLES                                                                                                                                                                                                                                              ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","45","MLKWAITING                                                                                                                                                                                                                                                      ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","46","COLLECTSTATSSAMPLE                                                                                                                                                                                                                                              ","2 (PERCENT)                                                                                                                                                                                                                                                     ","Y"
"SAB MILLER                    ","I","47","HTMEMALLOCBASE                                                                                                                                                                                                                                                  ","20 (MEGABYTES)                                                                                                                                                                                                                                                  ","Y"
"SAB MILLER                    ","I","48","OPTGROUPAMPSPERCENT                                                                                                                                                                                                                                             ","50 (PERCENT)                                                                                                                                                                                                                                                    ","Y"
"SAB MILLER                    ","I","49","EXECUTEMODE                                                                                                                                                                                                                                                     ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","50","DISABLEINCSCAN                                                                                                                                                                                                                                                  ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","51","OPTCONSTVALS                                                                                                                                                                                                                                                    ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","52","PARTIAL GROUP BY                                                                                                                                                                                                                                                ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","53","DISABLEMERGEUPDATE                                                                                                                                                                                                                                              ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","54","SYNDIAGFLAGS: FLAG 5                                                                                                                                                                                                                                            ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","54","SYNDIAGFLAGS: FLAG 4                                                                                                                                                                                                                                            ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","54","SYNDIAGFLAGS: FLAG 3                                                                                                                                                                                                                                            ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","54","SYNDIAGFLAGS: FLAG 2                                                                                                                                                                                                                                            ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","54","SYNDIAGFLAGS: FLAG 1                                                                                                                                                                                                                                            ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","54","SYNDIAGFLAGS: FLAG 0                                                                                                                                                                                                                                            ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","55","PCDCTHRESHOLD                                                                                                                                                                                                                                                   ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","57","OPTMAXGLOBALJI                                                                                                                                                                                                                                                  ","40                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","I","58","ROWIDENABLED                                                                                                                                                                                                                                                    ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","59","DISABLENEWV2R5EST1                                                                                                                                                                                                                                              ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","60","DISABLENEWV2R5EST2                                                                                                                                                                                                                                              ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","61","DISABLEMSGWAITBLOCK                                                                                                                                                                                                                                             ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","62","DISABLEOPTIMIZEINDEXPPI                                                                                                                                                                                                                                         ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","64","DISABLEINLISTJOIN                                                                                                                                                                                                                                               ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","65","RANDOMAMPSAMPLING                                                                                                                                                                                                                                               ","D                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","66","ROWSSAMPLING                                                                                                                                                                                                                                                    ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","67","OPTSPOOLLIMITPCT                                                                                                                                                                                                                                                ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","68","DISABLEAMPRESP                                                                                                                                                                                                                                                  ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","69","EXPINSERTOFF                                                                                                                                                                                                                                                    ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","70","CHECKRESOURCE                                                                                                                                                                                                                                                   ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","71","RQFUDGEFACTOR                                                                                                                                                                                                                                                   ","50                                                                                                                                                                                                                                                              ","Y"
"SAB MILLER                    ","I","72","DISABLEMULTIUROW                                                                                                                                                                                                                                                ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","73","ENABLEAPHRESP                                                                                                                                                                                                                                                   ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","74","TASKTRACESIZE                                                                                                                                                                                                                                                   ","1024  (KILOBYTES)                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","75","DISPATCHERTASKTRACE                                                                                                                                                                                                                                             ","2                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","76","FUDGEFACTOR                                                                                                                                                                                                                                                     ","0                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","I","79","DISABLENOTRANSGRP                                                                                                                                                                                                                                               ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","80","READORACCESSLOCK                                                                                                                                                                                                                                                ","(OBSOLETE)                                                                                                                                                                                                                                                      ","N"
"SAB MILLER                    ","I","81","DISABLEVOLATILESTATS                                                                                                                                                                                                                                            ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","82","DISABLEDPE                                                                                                                                                                                                                                                      ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","84","CASEPROMOTESTOFLOAT                                                                                                                                                                                                                                             ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","85","NOSLIDINGWINDOWPPIJOIN                                                                                                                                                                                                                                          ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","86","DISABLEANYNOPT                                                                                                                                                                                                                                                  ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","87","WHITETREEVALIDATOR                                                                                                                                                                                                                                              ","0                                                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","I","88","SPUSESESSIONCOLL                                                                                                                                                                                                                                                ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","I","89","DISABLECOMPRESSSPOOL                                                                                                                                                                                                                                            ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","I","91","AGGRCACHESIZE                                                                                                                                                                                                                                                   ","4096 (DEFAULT 4096)                                                                                                                                                                                                                                             ","N"
